images\000000000.tif  labels\000000000.tif 
images\000001398.tif  labels\000001398.tif 
images\000001399.tif  labels\000001399.tif 
images\000001400.tif  labels\000001400.tif 
images\000001401.tif  labels\000001401.tif 
images\000001402.tif  labels\000001402.tif 
images\000001403.tif  labels\000001403.tif 
images\000001404.tif  labels\000001404.tif 
images\000001405.tif  labels\000001405.tif 
images\000001406.tif  labels\000001406.tif 
images\000001407.tif  labels\000001407.tif 
images\000001408.tif  labels\000001408.tif 
images\000001409.tif  labels\000001409.tif 
images\000001410.tif  labels\000001410.tif 
images\000001411.tif  labels\000001411.tif 
images\000001412.tif  labels\000001412.tif 
images\000001413.tif  labels\000001413.tif 
images\000001414.tif  labels\000001414.tif 
images\000001415.tif  labels\000001415.tif 
images\000001416.tif  labels\000001416.tif 
images\000001417.tif  labels\000001417.tif 
images\000001418.tif  labels\000001418.tif 
images\000001419.tif  labels\000001419.tif 
images\000001420.tif  labels\000001420.tif 
images\000001421.tif  labels\000001421.tif 
images\000001422.tif  labels\000001422.tif 
images\000001423.tif  labels\000001423.tif 
images\000001424.tif  labels\000001424.tif 
images\000001425.tif  labels\000001425.tif 
images\000001426.tif  labels\000001426.tif 
images\000001427.tif  labels\000001427.tif 
images\000001428.tif  labels\000001428.tif 
images\000001429.tif  labels\000001429.tif 
images\000001430.tif  labels\000001430.tif 
images\000001431.tif  labels\000001431.tif 
images\000001432.tif  labels\000001432.tif 
images\000001433.tif  labels\000001433.tif 
images\000001434.tif  labels\000001434.tif 
images\000001435.tif  labels\000001435.tif 
images\000001436.tif  labels\000001436.tif 
images\000001437.tif  labels\000001437.tif 
images\000001438.tif  labels\000001438.tif 
images\000001439.tif  labels\000001439.tif 
images\000001440.tif  labels\000001440.tif 
images\000001441.tif  labels\000001441.tif 
images\000001442.tif  labels\000001442.tif 
images\000001443.tif  labels\000001443.tif 
images\000001444.tif  labels\000001444.tif 
images\000001445.tif  labels\000001445.tif 
images\000001446.tif  labels\000001446.tif 
images\000001447.tif  labels\000001447.tif 
images\000001448.tif  labels\000001448.tif 
images\000001449.tif  labels\000001449.tif 
images\000001450.tif  labels\000001450.tif 
images\000001451.tif  labels\000001451.tif 
images\000001452.tif  labels\000001452.tif 
images\000001453.tif  labels\000001453.tif 
images\000001454.tif  labels\000001454.tif 
images\000001455.tif  labels\000001455.tif 
images\000001456.tif  labels\000001456.tif 
images\000001457.tif  labels\000001457.tif 
images\000001458.tif  labels\000001458.tif 
images\000001459.tif  labels\000001459.tif 
images\000001460.tif  labels\000001460.tif 
images\000001461.tif  labels\000001461.tif 
images\000001462.tif  labels\000001462.tif 
images\000001463.tif  labels\000001463.tif 
images\000001464.tif  labels\000001464.tif 
images\000001465.tif  labels\000001465.tif 
images\000001466.tif  labels\000001466.tif 
images\000001467.tif  labels\000001467.tif 
images\000001468.tif  labels\000001468.tif 
images\000001469.tif  labels\000001469.tif 
images\000001470.tif  labels\000001470.tif 
images\000001471.tif  labels\000001471.tif 
images\000001472.tif  labels\000001472.tif 
images\000001473.tif  labels\000001473.tif 
images\000001474.tif  labels\000001474.tif 
images\000001475.tif  labels\000001475.tif 
images\000001476.tif  labels\000001476.tif 
images\000001477.tif  labels\000001477.tif 
images\000001478.tif  labels\000001478.tif 
images\000001479.tif  labels\000001479.tif 
images\000001480.tif  labels\000001480.tif 
images\000001481.tif  labels\000001481.tif 
images\000001482.tif  labels\000001482.tif 
images\000001483.tif  labels\000001483.tif 
images\000001484.tif  labels\000001484.tif 
images\000001485.tif  labels\000001485.tif 
images\000001486.tif  labels\000001486.tif 
images\000001487.tif  labels\000001487.tif 
images\000001488.tif  labels\000001488.tif 
images\000001489.tif  labels\000001489.tif 
images\000001490.tif  labels\000001490.tif 
images\000001491.tif  labels\000001491.tif 
images\000001492.tif  labels\000001492.tif 
images\000001493.tif  labels\000001493.tif 
images\000001494.tif  labels\000001494.tif 
images\000001495.tif  labels\000001495.tif 
images\000001496.tif  labels\000001496.tif 
images\000001497.tif  labels\000001497.tif 
images\000001498.tif  labels\000001498.tif 
images\000001499.tif  labels\000001499.tif 
images\000001500.tif  labels\000001500.tif 
images\000001501.tif  labels\000001501.tif 
images\000001502.tif  labels\000001502.tif 
images\000001503.tif  labels\000001503.tif 
images\000001504.tif  labels\000001504.tif 
images\000001505.tif  labels\000001505.tif 
images\000001506.tif  labels\000001506.tif 
images\000001507.tif  labels\000001507.tif 
images\000001508.tif  labels\000001508.tif 
images\000001509.tif  labels\000001509.tif 
images\000001510.tif  labels\000001510.tif 
images\000001511.tif  labels\000001511.tif 
images\000001512.tif  labels\000001512.tif 
images\000001513.tif  labels\000001513.tif 
images\000001514.tif  labels\000001514.tif 
images\000001515.tif  labels\000001515.tif 
images\000001516.tif  labels\000001516.tif 
images\000001517.tif  labels\000001517.tif 
images\000001518.tif  labels\000001518.tif 
images\000001519.tif  labels\000001519.tif 
images\000001520.tif  labels\000001520.tif 
images\000001521.tif  labels\000001521.tif 
images\000001522.tif  labels\000001522.tif 
images\000001523.tif  labels\000001523.tif 
images\000001524.tif  labels\000001524.tif 
images\000001525.tif  labels\000001525.tif 
images\000001526.tif  labels\000001526.tif 
images\000001527.tif  labels\000001527.tif 
images\000001528.tif  labels\000001528.tif 
images\000001529.tif  labels\000001529.tif 
images\000001530.tif  labels\000001530.tif 
images\000001531.tif  labels\000001531.tif 
images\000001532.tif  labels\000001532.tif 
images\000001533.tif  labels\000001533.tif 
images\000001534.tif  labels\000001534.tif 
images\000001535.tif  labels\000001535.tif 
images\000001536.tif  labels\000001536.tif 
images\000001537.tif  labels\000001537.tif 
images\000001538.tif  labels\000001538.tif 
images\000001539.tif  labels\000001539.tif 
images\000001540.tif  labels\000001540.tif 
images\000001541.tif  labels\000001541.tif 
images\000001542.tif  labels\000001542.tif 
images\000001543.tif  labels\000001543.tif 
images\000001544.tif  labels\000001544.tif 
images\000001545.tif  labels\000001545.tif 
images\000001546.tif  labels\000001546.tif 
images\000001547.tif  labels\000001547.tif 
images\000001548.tif  labels\000001548.tif 
images\000001549.tif  labels\000001549.tif 
images\000001550.tif  labels\000001550.tif 
images\000001551.tif  labels\000001551.tif 
images\000001552.tif  labels\000001552.tif 
images\000001553.tif  labels\000001553.tif 
images\000001554.tif  labels\000001554.tif 
images\000001555.tif  labels\000001555.tif 
images\000001556.tif  labels\000001556.tif 
images\000001557.tif  labels\000001557.tif 
images\000001558.tif  labels\000001558.tif 
images\000001559.tif  labels\000001559.tif 
images\000001560.tif  labels\000001560.tif 
images\000001561.tif  labels\000001561.tif 
images\000001562.tif  labels\000001562.tif 
images\000001563.tif  labels\000001563.tif 
images\000001564.tif  labels\000001564.tif 
images\000001565.tif  labels\000001565.tif 
images\000001566.tif  labels\000001566.tif 
images\000001567.tif  labels\000001567.tif 
images\000001568.tif  labels\000001568.tif 
images\000001569.tif  labels\000001569.tif 
images\000001570.tif  labels\000001570.tif 
images\000001571.tif  labels\000001571.tif 
images\000001572.tif  labels\000001572.tif 
images\000001573.tif  labels\000001573.tif 
images\000001574.tif  labels\000001574.tif 
images\000001575.tif  labels\000001575.tif 
images\000001576.tif  labels\000001576.tif 
images\000001577.tif  labels\000001577.tif 
images\000001578.tif  labels\000001578.tif 
images\000001579.tif  labels\000001579.tif 
images\000001580.tif  labels\000001580.tif 
images\000001581.tif  labels\000001581.tif 
images\000001582.tif  labels\000001582.tif 
images\000001583.tif  labels\000001583.tif 
images\000001584.tif  labels\000001584.tif 
images\000001585.tif  labels\000001585.tif 
images\000001586.tif  labels\000001586.tif 
images\000001587.tif  labels\000001587.tif 
images\000001588.tif  labels\000001588.tif 
images\000001589.tif  labels\000001589.tif 
images\000001590.tif  labels\000001590.tif 
images\000001591.tif  labels\000001591.tif 
images\000001592.tif  labels\000001592.tif 
images\000001593.tif  labels\000001593.tif 
images\000001594.tif  labels\000001594.tif 
images\000001595.tif  labels\000001595.tif 
images\000001596.tif  labels\000001596.tif 
images\000001597.tif  labels\000001597.tif 
images\000001598.tif  labels\000001598.tif 
images\000001599.tif  labels\000001599.tif 
images\000001600.tif  labels\000001600.tif 
images\000001601.tif  labels\000001601.tif 
images\000001602.tif  labels\000001602.tif 
images\000001603.tif  labels\000001603.tif 
images\000001604.tif  labels\000001604.tif 
images\000001605.tif  labels\000001605.tif 
images\000001606.tif  labels\000001606.tif 
images\000001607.tif  labels\000001607.tif 
images\000001608.tif  labels\000001608.tif 
images\000001609.tif  labels\000001609.tif 
images\000001610.tif  labels\000001610.tif 
images\000001611.tif  labels\000001611.tif 
images\000001612.tif  labels\000001612.tif 
images\000001613.tif  labels\000001613.tif 
images\000001614.tif  labels\000001614.tif 
images\000001615.tif  labels\000001615.tif 
images\000001616.tif  labels\000001616.tif 
images\000001617.tif  labels\000001617.tif 
images\000001618.tif  labels\000001618.tif 
images\000001619.tif  labels\000001619.tif 
images\000001620.tif  labels\000001620.tif 
images\000001621.tif  labels\000001621.tif 
images\000001622.tif  labels\000001622.tif 
images\000001623.tif  labels\000001623.tif 
images\000001624.tif  labels\000001624.tif 
images\000001625.tif  labels\000001625.tif 
images\000001626.tif  labels\000001626.tif 
images\000001627.tif  labels\000001627.tif 
images\000001628.tif  labels\000001628.tif 
images\000001629.tif  labels\000001629.tif 
images\000001630.tif  labels\000001630.tif 
images\000001631.tif  labels\000001631.tif 
images\000001632.tif  labels\000001632.tif 
images\000001633.tif  labels\000001633.tif 
images\000001634.tif  labels\000001634.tif 
images\000001635.tif  labels\000001635.tif 
images\000001636.tif  labels\000001636.tif 
images\000001637.tif  labels\000001637.tif 
images\000001638.tif  labels\000001638.tif 
images\000001639.tif  labels\000001639.tif 
images\000001640.tif  labels\000001640.tif 
images\000001641.tif  labels\000001641.tif 
images\000001642.tif  labels\000001642.tif 
images\000001643.tif  labels\000001643.tif 
images\000001644.tif  labels\000001644.tif 
images\000001645.tif  labels\000001645.tif 
images\000001646.tif  labels\000001646.tif 
images\000001647.tif  labels\000001647.tif 
images\000001648.tif  labels\000001648.tif 
images\000001649.tif  labels\000001649.tif 
images\000001650.tif  labels\000001650.tif 
images\000001651.tif  labels\000001651.tif 
images\000001652.tif  labels\000001652.tif 
images\000001653.tif  labels\000001653.tif 
images\000001654.tif  labels\000001654.tif 
images\000001655.tif  labels\000001655.tif 
images\000001656.tif  labels\000001656.tif 
images\000001657.tif  labels\000001657.tif 
images\000001658.tif  labels\000001658.tif 
images\000001659.tif  labels\000001659.tif 
images\000001660.tif  labels\000001660.tif 
images\000001661.tif  labels\000001661.tif 
images\000001662.tif  labels\000001662.tif 
images\000001663.tif  labels\000001663.tif 
images\000001664.tif  labels\000001664.tif 
images\000001665.tif  labels\000001665.tif 
images\000001666.tif  labels\000001666.tif 
images\000001667.tif  labels\000001667.tif 
images\000001668.tif  labels\000001668.tif 
images\000001669.tif  labels\000001669.tif 
images\000001670.tif  labels\000001670.tif 
images\000001671.tif  labels\000001671.tif 
images\000001672.tif  labels\000001672.tif 
images\000001673.tif  labels\000001673.tif 
images\000001674.tif  labels\000001674.tif 
images\000001675.tif  labels\000001675.tif 
images\000001676.tif  labels\000001676.tif 
images\000001677.tif  labels\000001677.tif 
images\000001678.tif  labels\000001678.tif 
images\000001679.tif  labels\000001679.tif 
images\000001680.tif  labels\000001680.tif 
images\000001681.tif  labels\000001681.tif 
images\000001682.tif  labels\000001682.tif 
images\000001683.tif  labels\000001683.tif 
images\000001684.tif  labels\000001684.tif 
images\000001685.tif  labels\000001685.tif 
images\000001686.tif  labels\000001686.tif 
images\000001687.tif  labels\000001687.tif 
images\000001688.tif  labels\000001688.tif 
images\000001689.tif  labels\000001689.tif 
images\000001690.tif  labels\000001690.tif 
images\000001691.tif  labels\000001691.tif 
images\000001692.tif  labels\000001692.tif 
images\000001693.tif  labels\000001693.tif 
images\000001694.tif  labels\000001694.tif 
images\000001695.tif  labels\000001695.tif 
images\000001696.tif  labels\000001696.tif 
images\000001697.tif  labels\000001697.tif 
images\000001698.tif  labels\000001698.tif 
images\000001699.tif  labels\000001699.tif 
images\000001700.tif  labels\000001700.tif 
images\000001701.tif  labels\000001701.tif 
images\000001702.tif  labels\000001702.tif 
images\000001703.tif  labels\000001703.tif 
images\000001704.tif  labels\000001704.tif 
images\000001705.tif  labels\000001705.tif 
images\000001706.tif  labels\000001706.tif 
images\000001707.tif  labels\000001707.tif 
images\000001708.tif  labels\000001708.tif 
images\000001709.tif  labels\000001709.tif 
images\000001710.tif  labels\000001710.tif 
images\000001711.tif  labels\000001711.tif 
images\000001712.tif  labels\000001712.tif 
images\000001713.tif  labels\000001713.tif 
images\000001714.tif  labels\000001714.tif 
images\000001715.tif  labels\000001715.tif 
images\000001716.tif  labels\000001716.tif 
images\000001717.tif  labels\000001717.tif 
images\000001718.tif  labels\000001718.tif 
images\000001719.tif  labels\000001719.tif 
images\000001720.tif  labels\000001720.tif 
images\000001721.tif  labels\000001721.tif 
images\000001722.tif  labels\000001722.tif 
images\000001723.tif  labels\000001723.tif 
images\000001724.tif  labels\000001724.tif 
images\000001725.tif  labels\000001725.tif 
images\000001726.tif  labels\000001726.tif 
images\000001727.tif  labels\000001727.tif 
images\000001728.tif  labels\000001728.tif 
images\000001729.tif  labels\000001729.tif 
images\000001730.tif  labels\000001730.tif 
images\000001731.tif  labels\000001731.tif 
images\000001732.tif  labels\000001732.tif 
images\000001733.tif  labels\000001733.tif 
images\000001734.tif  labels\000001734.tif 
images\000001735.tif  labels\000001735.tif 
images\000001736.tif  labels\000001736.tif 
images\000001737.tif  labels\000001737.tif 
images\000001738.tif  labels\000001738.tif 
images\000001739.tif  labels\000001739.tif 
images\000001740.tif  labels\000001740.tif 
images\000001741.tif  labels\000001741.tif 
images\000001742.tif  labels\000001742.tif 
images\000001743.tif  labels\000001743.tif 
images\000001744.tif  labels\000001744.tif 
images\000001745.tif  labels\000001745.tif 
images\000001746.tif  labels\000001746.tif 
images\000001747.tif  labels\000001747.tif 
images\000001748.tif  labels\000001748.tif 
images\000001749.tif  labels\000001749.tif 
images\000001750.tif  labels\000001750.tif 
images\000001751.tif  labels\000001751.tif 
images\000001752.tif  labels\000001752.tif 
images\000001753.tif  labels\000001753.tif 
images\000001754.tif  labels\000001754.tif 
images\000001755.tif  labels\000001755.tif 
images\000001756.tif  labels\000001756.tif 
images\000001757.tif  labels\000001757.tif 
images\000001758.tif  labels\000001758.tif 
images\000001759.tif  labels\000001759.tif 
images\000001760.tif  labels\000001760.tif 
images\000001761.tif  labels\000001761.tif 
images\000001762.tif  labels\000001762.tif 
images\000001763.tif  labels\000001763.tif 
images\000001764.tif  labels\000001764.tif 
images\000001765.tif  labels\000001765.tif 
images\000001766.tif  labels\000001766.tif 
images\000001767.tif  labels\000001767.tif 
images\000001768.tif  labels\000001768.tif 
images\000001769.tif  labels\000001769.tif 
images\000001770.tif  labels\000001770.tif 
images\000001771.tif  labels\000001771.tif 
images\000001772.tif  labels\000001772.tif 
images\000001773.tif  labels\000001773.tif 
images\000001774.tif  labels\000001774.tif 
images\000001775.tif  labels\000001775.tif 
images\000001776.tif  labels\000001776.tif 
images\000001777.tif  labels\000001777.tif 
images\000001778.tif  labels\000001778.tif 
images\000001779.tif  labels\000001779.tif 
images\000001780.tif  labels\000001780.tif 
images\000001781.tif  labels\000001781.tif 
images\000001782.tif  labels\000001782.tif 
images\000001783.tif  labels\000001783.tif 
images\000001784.tif  labels\000001784.tif 
images\000001785.tif  labels\000001785.tif 
images\000001786.tif  labels\000001786.tif 
images\000001787.tif  labels\000001787.tif 
images\000001788.tif  labels\000001788.tif 
images\000001789.tif  labels\000001789.tif 
images\000001790.tif  labels\000001790.tif 
images\000001791.tif  labels\000001791.tif 
images\000001792.tif  labels\000001792.tif 
images\000001793.tif  labels\000001793.tif 
images\000001794.tif  labels\000001794.tif 
images\000001795.tif  labels\000001795.tif 
images\000001796.tif  labels\000001796.tif 
images\000001797.tif  labels\000001797.tif 
images\000001798.tif  labels\000001798.tif 
images\000001799.tif  labels\000001799.tif 
images\000001800.tif  labels\000001800.tif 
images\000001801.tif  labels\000001801.tif 
images\000001802.tif  labels\000001802.tif 
images\000001803.tif  labels\000001803.tif 
images\000001804.tif  labels\000001804.tif 
images\000001805.tif  labels\000001805.tif 
images\000001806.tif  labels\000001806.tif 
images\000001807.tif  labels\000001807.tif 
images\000001808.tif  labels\000001808.tif 
images\000001809.tif  labels\000001809.tif 
images\000001810.tif  labels\000001810.tif 
images\000001811.tif  labels\000001811.tif 
images\000001812.tif  labels\000001812.tif 
images\000001813.tif  labels\000001813.tif 
images\000001814.tif  labels\000001814.tif 
images\000001815.tif  labels\000001815.tif 
images\000001816.tif  labels\000001816.tif 
images\000001817.tif  labels\000001817.tif 
images\000001818.tif  labels\000001818.tif 
images\000001819.tif  labels\000001819.tif 
images\000001820.tif  labels\000001820.tif 
images\000001821.tif  labels\000001821.tif 
images\000001822.tif  labels\000001822.tif 
images\000001823.tif  labels\000001823.tif 
images\000001824.tif  labels\000001824.tif 
images\000001825.tif  labels\000001825.tif 
images\000001826.tif  labels\000001826.tif 
images\000001827.tif  labels\000001827.tif 
images\000001828.tif  labels\000001828.tif 
images\000001829.tif  labels\000001829.tif 
images\000001830.tif  labels\000001830.tif 
images\000001831.tif  labels\000001831.tif 
images\000001832.tif  labels\000001832.tif 
images\000001833.tif  labels\000001833.tif 
images\000001834.tif  labels\000001834.tif 
images\000001835.tif  labels\000001835.tif 
images\000001836.tif  labels\000001836.tif 
images\000001837.tif  labels\000001837.tif 
images\000001838.tif  labels\000001838.tif 
images\000001839.tif  labels\000001839.tif 
images\000001840.tif  labels\000001840.tif 
images\000001841.tif  labels\000001841.tif 
images\000001842.tif  labels\000001842.tif 
images\000001843.tif  labels\000001843.tif 
images\000001844.tif  labels\000001844.tif 
images\000001845.tif  labels\000001845.tif 
images\000001846.tif  labels\000001846.tif 
images\000001847.tif  labels\000001847.tif 
images\000001848.tif  labels\000001848.tif 
images\000001849.tif  labels\000001849.tif 
images\000001850.tif  labels\000001850.tif 
images\000001851.tif  labels\000001851.tif 
images\000001852.tif  labels\000001852.tif 
images\000001853.tif  labels\000001853.tif 
images\000001854.tif  labels\000001854.tif 
images\000001855.tif  labels\000001855.tif 
images\000001856.tif  labels\000001856.tif 
images\000001857.tif  labels\000001857.tif 
images\000001858.tif  labels\000001858.tif 
images\000001859.tif  labels\000001859.tif 
images\000001860.tif  labels\000001860.tif 
images\000001861.tif  labels\000001861.tif 
images\000001862.tif  labels\000001862.tif 
images\000001863.tif  labels\000001863.tif 
images\000001864.tif  labels\000001864.tif 
images\000001865.tif  labels\000001865.tif 
images\000001866.tif  labels\000001866.tif 
images\000001867.tif  labels\000001867.tif 
images\000001868.tif  labels\000001868.tif 
images\000001869.tif  labels\000001869.tif 
images\000001870.tif  labels\000001870.tif 
images\000001871.tif  labels\000001871.tif 
images\000001872.tif  labels\000001872.tif 
images\000001873.tif  labels\000001873.tif 
images\000001874.tif  labels\000001874.tif 
images\000001875.tif  labels\000001875.tif 
images\000001876.tif  labels\000001876.tif 
images\000001877.tif  labels\000001877.tif 
images\000001878.tif  labels\000001878.tif 
images\000001879.tif  labels\000001879.tif 
images\000001880.tif  labels\000001880.tif 
images\000001881.tif  labels\000001881.tif 
images\000001882.tif  labels\000001882.tif 
images\000001883.tif  labels\000001883.tif 
images\000001884.tif  labels\000001884.tif 
images\000001885.tif  labels\000001885.tif 
images\000001886.tif  labels\000001886.tif 
images\000001887.tif  labels\000001887.tif 
images\000001888.tif  labels\000001888.tif 
images\000001889.tif  labels\000001889.tif 
images\000001890.tif  labels\000001890.tif 
images\000001891.tif  labels\000001891.tif 
images\000001892.tif  labels\000001892.tif 
images\000001893.tif  labels\000001893.tif 
images\000001894.tif  labels\000001894.tif 
images\000001895.tif  labels\000001895.tif 
images\000001896.tif  labels\000001896.tif 
images\000001897.tif  labels\000001897.tif 
images\000001898.tif  labels\000001898.tif 
images\000001899.tif  labels\000001899.tif 
images\000001900.tif  labels\000001900.tif 
images\000001901.tif  labels\000001901.tif 
images\000001902.tif  labels\000001902.tif 
images\000001903.tif  labels\000001903.tif 
images\000001904.tif  labels\000001904.tif 
images\000001905.tif  labels\000001905.tif 
images\000001906.tif  labels\000001906.tif 
images\000001907.tif  labels\000001907.tif 
images\000001908.tif  labels\000001908.tif 
images\000001909.tif  labels\000001909.tif 
images\000001910.tif  labels\000001910.tif 
images\000001911.tif  labels\000001911.tif 
images\000001912.tif  labels\000001912.tif 
images\000001913.tif  labels\000001913.tif 
images\000001914.tif  labels\000001914.tif 
images\000001915.tif  labels\000001915.tif 
images\000001916.tif  labels\000001916.tif 
images\000001917.tif  labels\000001917.tif 
images\000001918.tif  labels\000001918.tif 
images\000001919.tif  labels\000001919.tif 
images\000001920.tif  labels\000001920.tif 
images\000001921.tif  labels\000001921.tif 
images\000001922.tif  labels\000001922.tif 
images\000001923.tif  labels\000001923.tif 
images\000001924.tif  labels\000001924.tif 
images\000001925.tif  labels\000001925.tif 
images\000001926.tif  labels\000001926.tif 
images\000001927.tif  labels\000001927.tif 
images\000001928.tif  labels\000001928.tif 
images\000001929.tif  labels\000001929.tif 
images\000001930.tif  labels\000001930.tif 
images\000001931.tif  labels\000001931.tif 
images\000001932.tif  labels\000001932.tif 
images\000001933.tif  labels\000001933.tif 
images\000001934.tif  labels\000001934.tif 
images\000001935.tif  labels\000001935.tif 
images\000001936.tif  labels\000001936.tif 
images\000001937.tif  labels\000001937.tif 
images\000001938.tif  labels\000001938.tif 
images\000001939.tif  labels\000001939.tif 
images\000001940.tif  labels\000001940.tif 
images\000001941.tif  labels\000001941.tif 
images\000001942.tif  labels\000001942.tif 
images\000001943.tif  labels\000001943.tif 
images\000001944.tif  labels\000001944.tif 
images\000001945.tif  labels\000001945.tif 
images\000001946.tif  labels\000001946.tif 
images\000001947.tif  labels\000001947.tif 
images\000001948.tif  labels\000001948.tif 
images\000001949.tif  labels\000001949.tif 
images\000001950.tif  labels\000001950.tif 
images\000001951.tif  labels\000001951.tif 
images\000001952.tif  labels\000001952.tif 
images\000001953.tif  labels\000001953.tif 
images\000001954.tif  labels\000001954.tif 
images\000001955.tif  labels\000001955.tif 
images\000001956.tif  labels\000001956.tif 
images\000001957.tif  labels\000001957.tif 
images\000001958.tif  labels\000001958.tif 
images\000001959.tif  labels\000001959.tif 
images\000001960.tif  labels\000001960.tif 
images\000001961.tif  labels\000001961.tif 
images\000001962.tif  labels\000001962.tif 
images\000001963.tif  labels\000001963.tif 
images\000001964.tif  labels\000001964.tif 
images\000001965.tif  labels\000001965.tif 
images\000001966.tif  labels\000001966.tif 
images\000001967.tif  labels\000001967.tif 
images\000001968.tif  labels\000001968.tif 
images\000001969.tif  labels\000001969.tif 
images\000001970.tif  labels\000001970.tif 
images\000001971.tif  labels\000001971.tif 
images\000001972.tif  labels\000001972.tif 
images\000001973.tif  labels\000001973.tif 
images\000001974.tif  labels\000001974.tif 
images\000001975.tif  labels\000001975.tif 
images\000001976.tif  labels\000001976.tif 
images\000001977.tif  labels\000001977.tif 
images\000001978.tif  labels\000001978.tif 
images\000001979.tif  labels\000001979.tif 
images\000001980.tif  labels\000001980.tif 
images\000001981.tif  labels\000001981.tif 
images\000001982.tif  labels\000001982.tif 
images\000001983.tif  labels\000001983.tif 
images\000001984.tif  labels\000001984.tif 
images\000001985.tif  labels\000001985.tif 
images\000001986.tif  labels\000001986.tif 
images\000001987.tif  labels\000001987.tif 
images\000001988.tif  labels\000001988.tif 
images\000001989.tif  labels\000001989.tif 
images\000001990.tif  labels\000001990.tif 
images\000001991.tif  labels\000001991.tif 
images\000001992.tif  labels\000001992.tif 
images\000001993.tif  labels\000001993.tif 
images\000001994.tif  labels\000001994.tif 
images\000001995.tif  labels\000001995.tif 
images\000001996.tif  labels\000001996.tif 
images\000001997.tif  labels\000001997.tif 
images\000001998.tif  labels\000001998.tif 
images\000001999.tif  labels\000001999.tif 
images\000002000.tif  labels\000002000.tif 
images\000002001.tif  labels\000002001.tif 
images\000002002.tif  labels\000002002.tif 
images\000002003.tif  labels\000002003.tif 
images\000002004.tif  labels\000002004.tif 
images\000002005.tif  labels\000002005.tif 
images\000002006.tif  labels\000002006.tif 
images\000002007.tif  labels\000002007.tif 
images\000002008.tif  labels\000002008.tif 
images\000002009.tif  labels\000002009.tif 
images\000002010.tif  labels\000002010.tif 
images\000002011.tif  labels\000002011.tif 
images\000002012.tif  labels\000002012.tif 
images\000002013.tif  labels\000002013.tif 
images\000002014.tif  labels\000002014.tif 
images\000002015.tif  labels\000002015.tif 
images\000002016.tif  labels\000002016.tif 
images\000002017.tif  labels\000002017.tif 
images\000002018.tif  labels\000002018.tif 
images\000002019.tif  labels\000002019.tif 
images\000002020.tif  labels\000002020.tif 
images\000002021.tif  labels\000002021.tif 
images\000002022.tif  labels\000002022.tif 
images\000002023.tif  labels\000002023.tif 
images\000002024.tif  labels\000002024.tif 
images\000002025.tif  labels\000002025.tif 
images\000002026.tif  labels\000002026.tif 
images\000002027.tif  labels\000002027.tif 
images\000002028.tif  labels\000002028.tif 
images\000002029.tif  labels\000002029.tif 
images\000002030.tif  labels\000002030.tif 
images\000002031.tif  labels\000002031.tif 
images\000002032.tif  labels\000002032.tif 
images\000002033.tif  labels\000002033.tif 
images\000002034.tif  labels\000002034.tif 
images\000002035.tif  labels\000002035.tif 
images\000002036.tif  labels\000002036.tif 
images\000002037.tif  labels\000002037.tif 
images\000002038.tif  labels\000002038.tif 
images\000002039.tif  labels\000002039.tif 
images\000002040.tif  labels\000002040.tif 
images\000002041.tif  labels\000002041.tif 
images\000002042.tif  labels\000002042.tif 
images\000002043.tif  labels\000002043.tif 
images\000002044.tif  labels\000002044.tif 
images\000002045.tif  labels\000002045.tif 
images\000002046.tif  labels\000002046.tif 
images\000002047.tif  labels\000002047.tif 
images\000002048.tif  labels\000002048.tif 
images\000002049.tif  labels\000002049.tif 
images\000002050.tif  labels\000002050.tif 
images\000002051.tif  labels\000002051.tif 
images\000002052.tif  labels\000002052.tif 
images\000002053.tif  labels\000002053.tif 
images\000002054.tif  labels\000002054.tif 
images\000002055.tif  labels\000002055.tif 
images\000002056.tif  labels\000002056.tif 
images\000002057.tif  labels\000002057.tif 
images\000002058.tif  labels\000002058.tif 
images\000002059.tif  labels\000002059.tif 
images\000002060.tif  labels\000002060.tif 
images\000002061.tif  labels\000002061.tif 
images\000002062.tif  labels\000002062.tif 
images\000002063.tif  labels\000002063.tif 
images\000002064.tif  labels\000002064.tif 
images\000002065.tif  labels\000002065.tif 
images\000002066.tif  labels\000002066.tif 
images\000002067.tif  labels\000002067.tif 
images\000002068.tif  labels\000002068.tif 
images\000002069.tif  labels\000002069.tif 
images\000002070.tif  labels\000002070.tif 
images\000002071.tif  labels\000002071.tif 
images\000002072.tif  labels\000002072.tif 
images\000002073.tif  labels\000002073.tif 
images\000002074.tif  labels\000002074.tif 
images\000002075.tif  labels\000002075.tif 
images\000002076.tif  labels\000002076.tif 
images\000002077.tif  labels\000002077.tif 
images\000002078.tif  labels\000002078.tif 
images\000002079.tif  labels\000002079.tif 
images\000002080.tif  labels\000002080.tif 
images\000002081.tif  labels\000002081.tif 
images\000002082.tif  labels\000002082.tif 
images\000002083.tif  labels\000002083.tif 
images\000002084.tif  labels\000002084.tif 
images\000002085.tif  labels\000002085.tif 
images\000002086.tif  labels\000002086.tif 
images\000002087.tif  labels\000002087.tif 
images\000002088.tif  labels\000002088.tif 
images\000002089.tif  labels\000002089.tif 
images\000002090.tif  labels\000002090.tif 
images\000002091.tif  labels\000002091.tif 
images\000002092.tif  labels\000002092.tif 
images\000002093.tif  labels\000002093.tif 
images\000002094.tif  labels\000002094.tif 
images\000002095.tif  labels\000002095.tif 
images\000002096.tif  labels\000002096.tif 
